Deutsch;Englisch;Kategorie
Geschäftsleitung;executive management;Recht
Geschäftsführer;managing director;Recht
Direktor;director;Recht
Aktionär;shareholder;Recht
Gesellschafter;partner;Recht
Mitglied;member;Recht
Generalversammlung;general meeting;Recht
Gesellschafterversammlung;shareholders' meeting;Recht
Verwaltungsratssitzung;board meeting;Recht
Statuten;articles of association;Recht
Gesellschaftsvertrag;partnership agreement;Recht
Handelsregister;commercial register;Recht
Firma;company name;Recht
Sitz;registered office;Recht
Zweck;corporate purpose;Recht
Zweigniederlassung;branch office;Recht
Einzelfirma;sole proprietorship;Recht
Kollektivgesellschaft;general partnership;Recht
Kommanditgesellschaft;limited partnership;Recht
Aktiengesellschaft;stock corporation;Recht
AG;company limited by shares;Recht
GmbH;limited liability company;Recht
Genossenschaft;cooperative;Recht
Verein;association;Recht
Stiftung;foundation;Recht
Kapitalgesellschaft;capital company;Recht
Personengesellschaft;partnership;Recht
Muttergesellschaft;parent company;Recht
Tochtergesellschaft;subsidiary;Recht
Konzern;group of companies;Recht
Holdinggesellschaft;holding company;Recht
Joint Venture;joint venture;Recht
Fusion;merger;Recht
Spaltung;demerger;Recht
Umwandlung;conversion;Recht
Vermögensübertragung;asset transfer;Recht
Übernahme;acquisition;Recht
Unternehmenskauf;business acquisition;Recht
Share Deal;share deal;Recht
Asset Deal;asset deal;Recht
Due Diligence;due diligence;Recht
Kaufpreis;purchase price;Recht
Earn-out;earn-out;Recht
Gewährleistungsklausel;warranty clause;Recht
Freistellung;indemnity;Recht
Aktie;share;Recht
Namenaktie;registered share;Recht
Inhaberaktie;bearer share;Recht
Partizipationsschein;participation certificate;Recht
Genussschein;profit participation certificate;Recht
Stammanteil;quota share;Recht
Stammkapital;share capital;Recht
Aktienkapital;share capital;Recht
Mindestkapital;minimum capital;Recht
Liberierung;payment of capital;Recht
Sacheinlage;contribution in kind;Recht
Sachübernahme;acquisition in kind;Recht
Kapitalerhöhung;capital increase;Recht
Ordentliche Kapitalerhöhung;ordinary capital increase;Recht
Bedingte Kapitalerhöhung;conditional capital increase;Recht
Kapitalherabsetzung;capital reduction;Recht
Dividende;dividend;Recht
Gewinnverwendung;appropriation of profit;Recht
Reserven;reserves;Recht
Bilanz;balance sheet;Recht
Erfolgsrechnung;income statement;Recht
Jahresrechnung;annual financial statements;Recht
Lagebericht;management report;Recht
Revisionsstelle;auditor;Recht
Eingeschränkte Revision;limited statutory audit;Recht
Ordentliche Revision;ordinary statutory audit;Recht
Opting-out;opting out;Recht
Buchführung;accounting;Recht
Rechnungslegung;financial reporting;Recht
Aktiven;assets;Recht
Passiven;liabilities;Recht
Eigenkapital;equity;Recht
Fremdkapital;debt capital;Recht
Rückstellung;provision;Recht
Abschreibung;depreciation;Recht
Wertberichtigung;valuation allowance;Recht
Verlustvortrag;loss carryforward;Recht
Kapitalverlust;capital loss;Recht
Überschuldungsanzeige;notification of overindebtedness;Recht
Sanierungsplan;restructuring plan;Recht
Rangrücktritt;subordination;Recht
Darlehen;loan;Recht
Kredit;credit;Recht
Kreditvertrag;credit agreement;Recht
Zins;interest;Recht
Verzugszins;default interest;Recht
Tilgung;repayment;Recht
Amortisation;amortization;Recht
Fälligkeit;due date;Recht
Laufzeit;term;Recht
Kündigungsfrist;notice period;Recht
Arbeitsvertrag;employment contract;Recht
Arbeitgeber;employer;Recht
Arbeitnehmer;employee;Recht
Probezeit;probation period;Recht
Lohn;wage;Recht
Gehalt;salary;Recht
Lohnfortzahlung;continued salary payment;Recht
Arbeitszeit;working time;Recht
Überstunden;overtime hours;Recht
Überzeit;excess working time;Recht
Ferien;holiday entitlement;Recht
Freistellung;release from work duties;Recht
Fristlose Kündigung;termination without notice;Recht
Ordentliche Kündigung;ordinary termination;Recht
Kündigungsschutz;protection against dismissal;Recht
Missbräuchliche Kündigung;wrongful dismissal;Recht
Arbeitszeugnis;employment reference;Recht
Konkurrenzverbot;non-compete clause;Recht
Treuepflicht;duty of loyalty;Recht
Sorgfaltspflicht;duty of care;Recht
Geheimhaltungspflicht;duty of confidentiality;Recht
Datenschutz;data protection;Recht
Personendaten;personal data;Recht
Besonders schützenswerte Personendaten;sensitive personal data;Recht
Datenbearbeitung;data processing;Recht
Einwilligung;consent;Recht
Auskunftsrecht;right of access;Recht
Berichtigung;rectification;Recht
Löschung;deletion;Recht
Datensicherheit;data security;Recht
Datenschutzverletzung;data breach;Recht
Auftragsbearbeiter;processor;Recht
Verantwortlicher;controller;Recht
Compliance;compliance;Recht
Corporate Governance;corporate governance;Recht
Risikomanagement;risk management;Recht
Internes Kontrollsystem;internal control system;Recht
Sorgfaltspflichtprüfung;due diligence review;Recht
Geldwäscherei;money laundering;Recht
Terrorismusfinanzierung;terrorist financing;Recht
Wirtschaftssanktion;economic sanction;Recht
Embargo;embargo;Recht
Korruption;corruption;Recht
Bestechung;bribery;Recht
Vorteilsgewährung;granting an undue advantage;Recht
Interessenkonflikt;conflict of interest;Recht
Insiderhandel;insider trading;Recht
Marktmanipulation;market manipulation;Recht
Kartellrecht;competition law;Recht
Wettbewerbsrecht;competition law;Recht
Unlauterer Wettbewerb;unfair competition;Recht
Kartell;cartel;Recht
Preisabsprache;price fixing;Recht
Marktbeherrschung;market dominance;Recht
Missbrauch einer marktbeherrschenden Stellung;abuse of market dominance;Recht
Zusammenschlusskontrolle;merger control;Recht
Immaterialgüterrecht;intellectual property law;Recht
Urheberrecht;copyright;Recht
Marke;trademark;Recht
Patentrecht;patent law;Recht
Designrecht;design law;Recht
Lizenz;license;Recht
Lizenzvertrag;license agreement;Recht
Know-how;know-how;Recht
Geschäftsgeheimnis;trade secret;Recht
Vertraulichkeitsvereinbarung;non-disclosure agreement;Recht
NDA;non-disclosure agreement;Recht
Franchisevertrag;franchise agreement;Recht
Agenturvertrag;agency agreement;Recht
Vertriebspartner;distribution partner;Recht
Händlervertrag;distribution agreement;Recht
Kommissionär;commission agent;Recht
Makler;broker;Recht
Mietvertrag;lease agreement;Recht
Pachtvertrag;lease of business premises;Recht
Kaufvertrag;sales contract;Recht
Werkvertrag;contract for work and services;Recht
Auftrag;mandate;Recht
Einfacher Auftrag;simple mandate;Recht
Werklohn;contract price;Recht
Mietzins;rent;Recht
Nebenkosten;ancillary costs;Recht
Kaution;security deposit;Recht
Mängelhaftung;liability for defects;Recht
Lieferung;delivery;Recht
Lieferfrist;delivery deadline;Recht
Gefahrübergang;passing of risk;Recht
Eigentumsvorbehalt;retention of title;Recht
Incoterms;Incoterms;Recht
Import;import;Recht
Export;export;Recht
Zoll;customs duty;Recht
Mehrwertsteuer;value added tax;Recht
MWST;VAT;Recht
Direkte Bundessteuer;direct federal tax;Recht
Staatssteuer;cantonal tax;Recht
Gemeindesteuer;municipal tax;Recht
Quellensteuer;withholding tax;Recht
Verrechnungssteuer;anticipatory tax;Recht
Gewinnsteuer;profit tax;Recht
Kapitalsteuer;capital tax;Recht
Einkommenssteuer;income tax;Recht
Vermögenssteuer;wealth tax;Recht
Steuersubjekt;tax subject;Recht
Steuerobjekt;tax object;Recht
Steuerpflicht;tax liability;Recht
Unbeschränkte Steuerpflicht;unlimited tax liability;Recht
Beschränkte Steuerpflicht;limited tax liability;Recht
Steuerperiode;tax period;Recht
Veranlagung;assessment;Recht
Steuererklärung;tax return;Recht
Einsprache;objection;Recht
Steuerrekurs;tax appeal;Recht
Abzug;deduction;Recht
Aufwand;expense;Recht
Ertrag;revenue;Recht
Gewinn;profit;Recht
Verlust;loss;Recht
Betriebsstätte;permanent establishment;Recht
Sitzverlegung;transfer of registered office;Recht
Doppelbesteuerung;double taxation;Recht
Doppelbesteuerungsabkommen;double taxation agreement;Recht
Verrechnungspreis;transfer price;Recht
Substanz;business substance;Recht
Eigenkapitalquote;equity ratio;Recht
Darlehensvertrag;loan agreement;Recht
Fremdvergleich;arm's length principle;Recht
Verdeckte Gewinnausschüttung;hidden profit distribution;Recht
Steuerumgehung;tax avoidance;Recht
Steuerhinterziehung;tax evasion;Recht
Steuerbetrug;tax fraud;Recht
Strafrecht;criminal law;Recht
Tatbestand;statutory elements of an offence;Recht
Rechtswidrigkeit;unlawfulness;Recht
Schuld;culpability;Recht
Vorsatz;intent;Recht
Eventualvorsatz;conditional intent;Recht
Fahrlässigkeit;negligence;Recht
Unterlassung;omission;Recht
Anstiftung;incitement;Recht
Gehilfenschaft;aiding and abetting;Recht
Versuch;attempt;Recht
Strafe;penalty;Recht
Busse;fine;Recht
Geldstrafe;monetary penalty;Recht
Freiheitsstrafe;custodial sentence;Recht
Strafbefehl;penalty order;Recht
Beschuldigter;accused person;Recht
Privatkläger;private claimant;Recht
Staatsanwaltschaft;public prosecutor's office;Recht
Untersuchung;investigation;Recht
Einvernahme;interrogation;Recht
Beschlagnahme;seizure;Recht
Durchsuchung;search;Recht
Zwangsmassnahme;coercive measure;Recht
Verwaltungsrecht;administrative law;Recht
Bewilligung;permit;Recht
Konzession;concession;Recht
Subvention;subsidy;Recht
Abgabe;levy;Recht
Gebühr;fee;Recht
Öffentliches Beschaffungswesen;public procurement;Recht
Ausschreibung;tender;Recht
Angebot;bid;Recht
Zuschlag;award;Recht
Vergabestelle;contracting authority;Recht
Eignungskriterium;eligibility criterion;Recht
Zuschlagskriterium;award criterion;Recht
Beschwerdefrist;appeal deadline;Recht
Akteneinsicht;access to files;Recht
Rechtliches Gehör;right to be heard;Recht
Begründungspflicht;duty to state reasons;Recht
Verhältnismässigkeitsprinzip;principle of proportionality;Recht
Legalitätsprinzip;principle of legality;Recht
Vertrauensschutz;protection of legitimate expectations;Recht
Rückwirkung;retroactive effect;Recht
Eigentumsgarantie;guarantee of property;Recht
Wirtschaftsfreiheit;economic freedom;Recht
Niederlassungsfreiheit;freedom of establishment;Recht
Verfahrensrecht;procedural law;Recht
Zivilprozess;civil procedure;Recht
Strafprozess;criminal procedure;Recht
Verwaltungsverfahren;administrative procedure;Recht
Summarisches Verfahren;summary proceedings;Recht
Ordentliches Verfahren;ordinary proceedings;Recht
Vereinfachtes Verfahren;simplified proceedings;Recht
Vorsorgliche Massnahme;interim measure;Recht
Superprovisorische Massnahme;ex parte interim measure;Recht
Fristerstreckung;extension of time limit;Recht
Zustellung;service;Recht
Vorladung;summons;Recht
Protokoll;minutes;Recht
Kostenentscheid;cost decision;Recht
Parteientschädigung;party compensation;Recht
Gerichtskosten;court costs;Recht
Unentgeltliche Rechtspflege;legal aid;Recht
Anwalt;lawyer;Recht
Rechtsanwalt;attorney at law;Recht
Notar;notary;Recht
Richter;judge;Recht
Gericht;court;Recht
Bezirksgericht;district court;Recht
Obergericht;higher cantonal court;Recht
Bundesgericht;Federal Supreme Court;Recht
Handelsgericht;commercial court;Recht
Friedensrichter;justice of the peace;Recht
Schlichtungsbehörde;conciliation authority;Recht
Schuldanerkennung;acknowledgment of debt;Recht
Rechtsöffnung;setting aside of objection;Recht
Provisorische Rechtsöffnung;provisional setting aside of objection;Recht
Definitive Rechtsöffnung;definitive setting aside of objection;Recht
Rechtsvorschlag;objection in debt enforcement;Recht
Fortsetzungsbegehren;request for continuation;Recht
Verlustschein;certificate of loss;Recht
Kollokationsplan;schedule of claims;Recht
Konkursmasse;bankruptcy estate;Recht
Konkursverwaltung;bankruptcy administration;Recht
Gläubigerversammlung;creditors' meeting;Recht
Nachlassvertrag;composition agreement;Recht
Dividende im Konkurs;bankruptcy dividend;Recht
Rangordnung;ranking order;Recht
Privatrecht;private law;Recht
Öffentliches Recht;public law;Recht
Obligationenrecht;law of obligations;Recht
Zivilgesetzbuch;Civil Code;Recht
Handelsrecht;commercial law;Recht
Gesellschaftsrecht;corporate law;Recht
Arbeitsrecht;employment law;Recht
Steuerrecht;tax law;Recht
Bankenrecht;banking law;Recht
Finanzmarktrecht;financial market law;Recht
Versicherungsrecht;insurance law;Recht
Sozialversicherungsrecht;social insurance law;Recht
Mietrecht;tenancy law;Recht
Baurecht;construction law;Recht
Erbrecht;inheritance law;Recht
Familienrecht;family law;Recht
Sachenrecht;property law;Recht
Vertragsrecht;contract law;Recht
Haftpflichtrecht;liability law;Recht
Konsumentenrecht;consumer law;Recht
Internationales Privatrecht;private international law;Recht
Anwendbares Recht;applicable law;Recht
Gerichtsstandsvereinbarung;jurisdiction clause;Recht
Rechtswahl;choice of law;Recht
Schiedsvereinbarung;arbitration clause;Recht
Gerichtsstandsclause;jurisdiction clause;Recht
Mustervertrag;model contract;Recht
Rahmenvertrag;framework agreement;Recht
Absichtserklärung;letter of intent;Recht
Memorandum of Understanding;memorandum of understanding;Recht
Term Sheet;term sheet;Recht
Closing;closing;Recht
Signing;signing;Recht
Vollzug;completion;Recht
Aufschiebende Bedingung;condition precedent;Recht
Auflösende Bedingung;subsequent condition;Recht
Nebenpflicht;ancillary duty;Recht
Hauptpflicht;main obligation;Recht
Leistung;performance;Recht
Gegenleistung;consideration;Recht
Entgelt;remuneration;Recht
Vergütung;compensation;Recht
Honorar;fee;Recht
Anspruch;entitlement;Recht
Einrede;defense;Recht
Einwendung;objection;Recht
Rückforderung;restitution claim;Recht
Ungerechtfertigte Bereicherung;unjust enrichment;Recht
Geschäftsführung ohne Auftrag;management of affairs without mandate;Recht
Delikt;tort;Recht
Persönlichkeitsrecht;personality right;Recht
Persönlichkeitsverletzung;violation of personality rights;Recht
Unterlassungsanspruch;injunction claim;Recht
Beseitigungsanspruch;removal claim;Recht
Feststellungsklage;declaratory action;Recht
Leistungsklage;action for performance;Recht
Gestaltungsklage;formative action;Recht
Abmahnung;formal warning;Recht
Unterlassungserklärung;cease and desist declaration;Recht
Compliance-Richtlinie;compliance policy;Recht
Verhaltenskodex;code of conduct;Recht
Whistleblowing;whistleblowing;Recht
Meldepflicht;reporting obligation;Recht
Sorgfaltsprüfung;due diligence;Recht
Risikobeurteilung;risk assessment;Recht
Kontrollpflicht;duty of supervision;Recht
Dokumentationspflicht;documentation obligation;Recht
Aufbewahrungspflicht;retention obligation;Recht
Rechenschaftspflicht;accountability;Recht
Transparenzpflicht;duty of transparency;Recht
Offenlegung;disclosure;Recht
Publizitätspflicht;public disclosure obligation;Recht
Prospekt;prospectus;Recht
Prospektpflicht;prospectus requirement;Recht
Kotierung;listing;Recht
Börse;stock exchange;Recht
Emittent;issuer;Recht
Anleger;investor;Recht
Finanzinstrument;financial instrument;Recht
Wertpapier;security;Recht
Obligation;bond;Recht
Derivat;derivative;Recht
Fonds;fund;Recht
Vermögensverwalter;asset manager;Recht
Bankgeheimnis;banking secrecy;Recht
Kundenschutz;client protection;Recht
Sorgfaltspflichten der Bank;bank due diligence obligations;Recht
Kreditwürdigkeit;creditworthiness;Recht
Bonität;credit rating;Recht
Sicherungsabtretung;assignment as security;Recht
Sicherungsübereignung;transfer of title for security purposes;Recht
Patentanmeldung;patent application;Recht
Markeneintragung;trademark registration;Recht
Schutzdauer;term of protection;Recht
Verletzungsklage;infringement action;Recht
Lizenzgebühr;license fee;Recht
Exklusivlizenz;exclusive license;Recht
Einfache Lizenz;non-exclusive license;Recht
Unterlizenz;sublicense;Recht
Open Source;open source;Recht
Softwarevertrag;software agreement;Recht
SaaS-Vertrag;SaaS agreement;Recht
Service Level Agreement;service level agreement;Recht
Nutzungsrecht;right of use;Recht
Datenbank;database;Recht
Algorithmus;algorithm;Recht
Künstliche Intelligenz;artificial intelligence;Recht
Haftungsrisiko;liability risk;Recht
Regulierungsrisiko;regulatory risk;Recht
Beweiswert;evidentiary value;Recht
Beweisverwertungsverbot;exclusionary rule;Recht
Rechtskraft;legal force;Recht
Formelle Rechtskraft;formal legal force;Recht
Materielle Rechtskraft;res judicata;Recht
Vollstreckbarkeit;enforceability;Recht
Güterabwägung;balancing of interests;Recht
Interessenabwägung;weighing of interests;Recht
Verhältnismässig;proportionate;Recht
Unverhältnismässig;disproportionate;Recht
Zumutbarkeit;reasonableness;Recht
Unzumutbarkeit;unreasonableness;Recht
Sittenwidrigkeit;immorality;Recht
Gesetzeswidrigkeit;unlawfulness under statute;Recht
Ordre public;public policy;Recht
Amtsgeheimnis;official secrecy;Recht
Berufsgeheimnis;professional secrecy;Recht
Anwaltsgeheimnis;attorney-client privilege;Recht
Zeugnisverweigerungsrecht;right to refuse testimony;Recht
Mitwirkungspflicht;duty to cooperate;Recht
Substantiierungspflicht;duty to substantiate;Recht
Behauptungslast;burden of allegation;Recht
Dispositionsmaxime;principle of party disposition;Recht
Untersuchungsmaxime;ex officio investigation principle;Recht
Verhandlungsmaxime;adversarial principle;Recht
Offizialmaxime;official principle;Recht
Rechtsbehelf;remedy;Recht
Aufsichtsbeschwerde;supervisory complaint;Recht
Verfassungsbeschwerde;constitutional complaint;Recht
Subsidiäre Verfassungsbeschwerde;subsidiary constitutional complaint;Recht
Legitimation;standing;Recht
Beschwerdelegitimation;standing to appeal;Recht
Fristwahrung;compliance with deadline;Recht
Poststempel;postmark;Recht
Empfangsbestätigung;acknowledgment of receipt;Recht
Aktennotiz;file note;Recht
